id,name,category,subcategory,price,original_price,description,specifications,image_url,stock_quantity,brand,rating,review_count,tags,weight,dimensions,color_options,size_options,is_featured,created_date
1249,Tata Grains & Cereals,Groceries,Grains & Cereals,587,813,Quality grains & cereals from trusted brand Tata. Excellent value for money with reliable performance and durability. Fast delivery available.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/600x600/?product,214,Tata,4.4,575,"groceries, grains & cereals, tata, sale, bestseller, budget",2.72,10x14x17,"Red, Brown, Yellow",One Size,FALSE,2025-01-26
1250,Kohinoor Grains & Cereals,Groceries,Grains & Cereals,1516,2046,Quality grains & cereals from trusted brand Kohinoor. Excellent value for money with reliable performance and durability. Perfect gift for loved ones.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/400x400/?product,379,Kohinoor,3.5,1481,"groceries, grains & cereals, kohinoor, trending, sale",0.37,22x29x19,"Green, Black, Gray",One Size,FALSE,2024-02-24
1251,Everest Grains & Cereals,Groceries,Grains & Cereals,1097,1306,Quality grains & cereals from trusted brand Everest. Excellent value for money with reliable performance and durability. Excellent customer reviews.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/600x600/?product,257,Everest,5,92,"groceries, grains & cereals, everest, trending, bestseller, new arrival",3.04,49x12x22,"Blue, White, Navy",One Size,FALSE,2024-05-28
1252,Everest Spices,Groceries,Spices,304,368,Quality spices from trusted brand Everest. Excellent value for money with reliable performance and durability. Perfect gift for loved ones.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/500x600/?product,183,Everest,4.1,707,"groceries, spices, everest, budget",1.28,17x13x24,"Black, Green, Purple, Red",One Size,FALSE,2024-01-19
1253,MDH Spices,Groceries,Spices,561,801,Quality spices from trusted brand MDH. Excellent value for money with reliable performance and durability. Trusted by millions of customers.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/600x400/?product,253,MDH,4,563,"groceries, spices, mdh, sale, premium",1.55,13x37x22,"Navy, Blue",One Size,FALSE,2025-03-30
1254,Aashirvaad Spices,Groceries,Spices,691,918,Quality spices from trusted brand Aashirvaad. Excellent value for money with reliable performance and durability. Easy to use and maintain.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/600x600/?product,183,Aashirvaad,4.5,1185,"groceries, spices, aashirvaad, budget, sale",4.04,36x14x18,"Blue, Yellow",One Size,FALSE,2025-01-19
1255,Tata Spices,Groceries,Spices,843,1064,Quality spices from trusted brand Tata. Excellent value for money with reliable performance and durability. Easy to use and maintain.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/400x600/?product,206,Tata,3.1,1099,"groceries, spices, tata, bestseller, trending",1.93,45x39x19,Blue,One Size,FALSE,2025-06-13
1256,Everest Spices,Groceries,Spices,198,258,Quality spices from trusted brand Everest. Excellent value for money with reliable performance and durability. Fast delivery available.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/400x500/?product,131,Everest,3.1,815,"groceries, spices, everest, budget",4.16,33x11x9,Navy,One Size,FALSE,2024-09-29
1257,Tata Spices,Groceries,Spices,1376,1927,Quality spices from trusted brand Tata. Excellent value for money with reliable performance and durability. Easy to use and maintain.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/400x400/?product,310,Tata,3.1,247,"groceries, spices, tata, bestseller",4.05,25x30x5,"Yellow, Red",One Size,TRUE,2025-09-14
1258,Kohinoor Spices,Groceries,Spices,793,978,Quality spices from trusted brand Kohinoor. Excellent value for money with reliable performance and durability. Eco-friendly and sustainable.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/500x500/?product,301,Kohinoor,3.9,1228,"groceries, spices, kohinoor, trending, bestseller",2.91,21x22x6,Brown,One Size,FALSE,2025-03-16
1259,Tata Spices,Groceries,Spices,371,584,Quality spices from trusted brand Tata. Excellent value for money with reliable performance and durability. Trusted by millions of customers.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/500x500/?product,488,Tata,3.6,663,"groceries, spices, tata, premium, new arrival",4.76,12x20x14,"Maroon, Green, Yellow",One Size,FALSE,2025-06-10
1260,Aashirvaad Spices,Groceries,Spices,353,496,Quality spices from trusted brand Aashirvaad. Excellent value for money with reliable performance and durability. Excellent customer reviews.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/600x400/?product,377,Aashirvaad,4.1,802,"groceries, spices, aashirvaad, sale, premium",2.69,28x38x14,"Pink, Maroon, Red",One Size,FALSE,2025-09-03
1261,MDH Spices,Groceries,Spices,404,493,Quality spices from trusted brand MDH. Excellent value for money with reliable performance and durability. Perfect gift for loved ones.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/500x400/?product,171,MDH,4.4,783,"groceries, spices, mdh, trending",4.85,36x13x30,"Red, Green, Gray, Pink",One Size,TRUE,2025-04-03
1262,Tata Spices,Groceries,Spices,705,955,Quality spices from trusted brand Tata. Excellent value for money with reliable performance and durability. Excellent customer reviews.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/400x500/?product,471,Tata,4.8,37,"groceries, spices, tata, trending",1.83,14x21x21,"Black, White, Yellow",One Size,FALSE,2024-01-05
1263,Aashirvaad Spices,Groceries,Spices,1002,1264,Quality spices from trusted brand Aashirvaad. Excellent value for money with reliable performance and durability. Excellent customer reviews.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/600x400/?product,226,Aashirvaad,4,197,"groceries, spices, aashirvaad, budget, bestseller",1.8,38x28x6,"Red, Maroon, Green",One Size,FALSE,2024-03-17
1264,Dawat Spices,Groceries,Spices,601,855,Quality spices from trusted brand Dawat. Excellent value for money with reliable performance and durability. Modern design meets functionality.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/500x600/?product,145,Dawat,3.1,773,"groceries, spices, dawat, sale, premium",1.15,30x32x19,Yellow,One Size,FALSE,2024-05-06
1265,Aashirvaad Spices,Groceries,Spices,1652,2396,Quality spices from trusted brand Aashirvaad. Excellent value for money with reliable performance and durability. Perfect gift for loved ones.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/600x600/?product,282,Aashirvaad,3.8,1980,"groceries, spices, aashirvaad, premium, budget, trending",2.21,34x38x8,"Blue, Yellow",One Size,FALSE,2025-05-21
1266,Kohinoor Spices,Groceries,Spices,1383,2026,Quality spices from trusted brand Kohinoor. Excellent value for money with reliable performance and durability. Trusted by millions of customers.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/500x600/?product,498,Kohinoor,3,1411,"groceries, spices, kohinoor, bestseller, trending",4.86,40x37x20,Gray,One Size,FALSE,2024-09-07
1267,Tata Spices,Groceries,Spices,1749,2536,Quality spices from trusted brand Tata. Excellent value for money with reliable performance and durability. Perfect gift for loved ones.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/400x400/?product,23,Tata,4.2,890,"groceries, spices, tata, trending, sale",1.03,19x32x27,"Blue, Navy, Red, Maroon",One Size,FALSE,2025-02-18
1268,Kohinoor Snacks,Groceries,Snacks,180,224,Quality snacks from trusted brand Kohinoor. Excellent value for money with reliable performance and durability. Perfect gift for loved ones.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/400x500/?product,132,Kohinoor,4.5,1675,"groceries, snacks, kohinoor, budget, sale",3.12,47x30x10,"Red, Purple, Navy",One Size,FALSE,2024-06-12
1269,Dawat Snacks,Groceries,Snacks,1575,2198,Quality snacks from trusted brand Dawat. Excellent value for money with reliable performance and durability. Modern design meets functionality.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/600x400/?product,33,Dawat,3.3,1409,"groceries, snacks, dawat, bestseller",2.92,26x32x5,Pink,One Size,FALSE,2024-07-12
1270,Dawat Snacks,Groceries,Snacks,1657,2547,Quality snacks from trusted brand Dawat. Excellent value for money with reliable performance and durability. Perfect gift for loved ones.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/500x500/?product,80,Dawat,3.4,613,"groceries, snacks, dawat, sale, bestseller",3.06,43x14x24,Navy,One Size,FALSE,2024-12-05
1271,MDH Snacks,Groceries,Snacks,1864,2248,Quality snacks from trusted brand MDH. Excellent value for money with reliable performance and durability. Fast delivery available.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/500x600/?product,185,MDH,3.3,801,"groceries, snacks, mdh, budget",1.69,46x32x24,Blue,One Size,FALSE,2024-08-14
1272,Aashirvaad Snacks,Groceries,Snacks,159,187,Quality snacks from trusted brand Aashirvaad. Excellent value for money with reliable performance and durability. Fast delivery available.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/500x500/?product,135,Aashirvaad,3.4,321,"groceries, snacks, aashirvaad, budget",4.97,19x39x9,"Purple, Maroon, Navy, Blue",One Size,FALSE,2024-03-18
1273,Everest Snacks,Groceries,Snacks,1914,2863,Quality snacks from trusted brand Everest. Excellent value for money with reliable performance and durability. Excellent customer reviews.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/400x500/?product,215,Everest,4.9,1500,"groceries, snacks, everest, bestseller, budget",0.12,45x21x6,"Pink, Black",One Size,FALSE,2024-11-16
1274,Fortune Snacks,Groceries,Snacks,1376,1900,Quality snacks from trusted brand Fortune. Excellent value for money with reliable performance and durability. Modern design meets functionality.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/400x600/?product,157,Fortune,3.2,1692,"groceries, snacks, fortune, sale",2.42,29x33x6,"Purple, Green",One Size,TRUE,2025-03-20
1275,Catch Snacks,Groceries,Snacks,1699,2572,Quality snacks from trusted brand Catch. Excellent value for money with reliable performance and durability. Perfect gift for loved ones.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/400x500/?product,242,Catch,3.8,765,"groceries, snacks, catch, bestseller, budget, trending",0.17,12x17x27,"Blue, Gray, Yellow, Pink",One Size,FALSE,2025-02-25
1276,Aashirvaad Snacks,Groceries,Snacks,678,959,Quality snacks from trusted brand Aashirvaad. Excellent value for money with reliable performance and durability. Modern design meets functionality.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/500x600/?product,258,Aashirvaad,4.3,432,"groceries, snacks, aashirvaad, new arrival",4.63,47x32x29,"Maroon, Brown, Gray, Green",One Size,FALSE,2024-03-20
1277,Kohinoor Snacks,Groceries,Snacks,1325,2131,Quality snacks from trusted brand Kohinoor. Excellent value for money with reliable performance and durability. Perfect gift for loved ones.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/500x400/?product,311,Kohinoor,4.5,1825,"groceries, snacks, kohinoor, premium, bestseller",4.35,48x32x30,"Red, Pink",One Size,FALSE,2024-10-30
1278,Dawat Snacks,Groceries,Snacks,360,440,Quality snacks from trusted brand Dawat. Excellent value for money with reliable performance and durability. Eco-friendly and sustainable.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/600x500/?product,467,Dawat,3.8,272,"groceries, snacks, dawat, trending",3.62,47x32x22,Navy,One Size,FALSE,2024-12-03
1279,Kohinoor Snacks,Groceries,Snacks,1250,2026,Quality snacks from trusted brand Kohinoor. Excellent value for money with reliable performance and durability. Eco-friendly and sustainable.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/500x400/?product,12,Kohinoor,4.4,378,"groceries, snacks, kohinoor, budget, sale, trending",0.77,22x36x23,"Purple, Green, Red",One Size,FALSE,2024-12-15
1280,Everest Snacks,Groceries,Snacks,1563,2127,Quality snacks from trusted brand Everest. Excellent value for money with reliable performance and durability. Perfect gift for loved ones.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/600x500/?product,42,Everest,4.7,1590,"groceries, snacks, everest, new arrival, trending, sale",1.1,43x30x22,"Black, Yellow, Gray, Green",One Size,FALSE,2025-02-01
1281,Tata Snacks,Groceries,Snacks,886,1311,Quality snacks from trusted brand Tata. Excellent value for money with reliable performance and durability. Excellent customer reviews.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/400x600/?product,380,Tata,3.5,1320,"groceries, snacks, tata, budget, premium",2.39,46x29x22,"Pink, Black, Yellow",One Size,FALSE,2025-03-14
1282,Gardena Plants,Garden & Outdoor,Plants,1375,1756,Quality plants from trusted brand Gardena. Excellent value for money with reliable performance and durability. Fast delivery available.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/500x400/?product,462,Gardena,4.4,499,"garden & outdoor, plants, gardena, new arrival",4.3,38x14x11,"White, Black, Gray, Navy",One Size,FALSE,2024-05-24
1283,Gardena Plants,Garden & Outdoor,Plants,270,358,Quality plants from trusted brand Gardena. Excellent value for money with reliable performance and durability. Eco-friendly and sustainable.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/400x400/?product,224,Gardena,3.6,1849,"garden & outdoor, plants, gardena, sale, budget",3.45,36x40x13,"Purple, Navy, Gray",One Size,FALSE,2024-11-26
1284,Bosch Garden Plants,Garden & Outdoor,Plants,1638,2480,Quality plants from trusted brand Bosch Garden. Excellent value for money with reliable performance and durability. Trusted by millions of customers.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/500x400/?product,98,Bosch Garden,3.5,887,"garden & outdoor, plants, bosch garden, bestseller, sale",0.36,43x24x15,"Gray, Red, Green, Black",One Size,FALSE,2024-03-14
1285,Gardena Plants,Garden & Outdoor,Plants,882,1157,Quality plants from trusted brand Gardena. Excellent value for money with reliable performance and durability. Modern design meets functionality.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/400x400/?product,99,Gardena,4.8,1769,"garden & outdoor, plants, gardena, premium, bestseller",3.87,47x29x20,"Black, Red, Blue",One Size,FALSE,2025-06-25
1286,Gardena Plants,Garden & Outdoor,Plants,1967,2745,Quality plants from trusted brand Gardena. Excellent value for money with reliable performance and durability. Trusted by millions of customers.,"{""brand"": ""Original"", ""condition"": ""New""}",https://source.unsplash.com/400x600/?product,407,Gardena,3.5,656,"garden & outdoor, plants, gardena, bestseller, sale",2.32,25x23x11,Brown,One Size,FALSE,2024-10-01
